edge_id,node_name,time_slot,edge_name_description,group_name,role
Event_Communication_239,Green Guardians,2040-10-03,"Green Guardians, Sentinel reporting. Coordinating with Horiz…",,
Event_Communication_239,Sentinel,2040-10-03,"Green Guardians, Sentinel reporting. Coordinating with Horiz…",,
Event_Communication_239,Horizon,2040-10-03,"Green Guardians, Sentinel reporting. Coordinating with Horiz…",,
Event_Communication_240,Mako,2040-10-03,"Rodriguez, Davis here. Need you to prepare logistics for alt…",,
Event_Communication_240,Davis,2040-10-03,"Rodriguez, Davis here. Need you to prepare logistics for alt…",,
Event_Communication_240,Rodriguez,2040-10-03,"Rodriguez, Davis here. Need you to prepare logistics for alt…",,
Event_Communication_244,The Lookout,2040-10-04,The Lookout here! Something odd at Nemo Reef - just spotted …,,
Event_Communication_244,Nemo Reef,2040-10-04,The Lookout here! Something odd at Nemo Reef - just spotted …,,
Event_Communication_244,Mako,2040-10-04,The Lookout here! Something odd at Nemo Reef - just spotted …,,
Event_Communication_246,Mako,2040-10-04,"Mrs. Money, The Intern here. The Lookout reports Mako approa…",,
Event_Communication_246,The Intern,2040-10-04,"Mrs. Money, The Intern here. The Lookout reports Mako approa…",,
Event_Communication_246,The Lookout,2040-10-04,"Mrs. Money, The Intern here. The Lookout reports Mako approa…",,
Event_Communication_246,Nemo Reef,2040-10-04,"Mrs. Money, The Intern here. The Lookout reports Mako approa…",,
Event_Communication_246,Mrs. Money,2040-10-04,"Mrs. Money, The Intern here. The Lookout reports Mako approa…",,
Event_Communication_248,Mako,2040-10-04,"Boss, Mrs. Money here. The Mako situation is escalating - co…",,
Event_Communication_248,Boss,2040-10-04,"Boss, Mrs. Money here. The Mako situation is escalating - co…",,
Event_Communication_248,The Intern,2040-10-04,"Boss, Mrs. Money here. The Mako situation is escalating - co…",,
Event_Communication_248,Nemo Reef,2040-10-04,"Boss, Mrs. Money here. The Mako situation is escalating - co…",,
Event_Communication_248,Mrs. Money,2040-10-04,"Boss, Mrs. Money here. The Mako situation is escalating - co…",,
Event_Communication_249,Mako,2040-10-04,"Mrs. Money, this is Boss. Abort all Nemo Reef operations imm…",,
Event_Communication_249,Boss,2040-10-04,"Mrs. Money, this is Boss. Abort all Nemo Reef operations imm…",,
Event_Communication_249,The Intern,2040-10-04,"Mrs. Money, this is Boss. Abort all Nemo Reef operations imm…",,
Event_Communication_249,Nemo Reef,2040-10-04,"Mrs. Money, this is Boss. Abort all Nemo Reef operations imm…",,
Event_Communication_249,Mrs. Money,2040-10-04,"Mrs. Money, this is Boss. Abort all Nemo Reef operations imm…",,
Event_Communication_250,Nemo Reef,2040-10-04,"Middleman, Mrs. Money here. Meeting cancelled. Boss has orde…",,
Event_Communication_250,Boss,2040-10-04,"Middleman, Mrs. Money here. Meeting cancelled. Boss has orde…",,
Event_Communication_250,Mrs. Money,2040-10-04,"Middleman, Mrs. Money here. Meeting cancelled. Boss has orde…",,
Event_Communication_252,Nemo Reef,2040-10-04,"Mako, this is Reef Guardian. We detected your transponder ne…",,
Event_Communication_252,Mako,2040-10-04,"Mako, this is Reef Guardian. We detected your transponder ne…",,
Event_Communication_252,Reef Guardian,2040-10-04,"Mako, this is Reef Guardian. We detected your transponder ne…",,
Event_Communication_254,Mako,2040-10-04,"Reef Guardian, this is Mako. Confirming position near Echo-7…",,
Event_Communication_254,Reef Guardian,2040-10-04,"Reef Guardian, this is Mako. Confirming position near Echo-7…",,
Event_Communication_258,Nemo Reef,2040-10-04,"Mako, Green Guardians here. We've received reports of your p…",,
Event_Communication_258,Mako,2040-10-04,"Mako, Green Guardians here. We've received reports of your p…",,
Event_Communication_258,Green Guardians,2040-10-04,"Mako, Green Guardians here. We've received reports of your p…",,
Event_Communication_260,Mako,2040-10-04,"Davis, Mako here. Preparing for departure from Himark Harbor…",,
Event_Communication_260,Davis,2040-10-04,"Davis, Mako here. Preparing for departure from Himark Harbor…",,
Event_Communication_260,Himark Harbor,2040-10-04,"Davis, Mako here. Preparing for departure from Himark Harbor…",,
Event_Communication_262,Nemo Reef,2040-10-04,"Mako, Green Guardians HQ again. We need immediate verificati…",,
Event_Communication_262,Mako,2040-10-04,"Mako, Green Guardians HQ again. We need immediate verificati…",,
Event_Communication_262,Green Guardians,2040-10-04,"Mako, Green Guardians HQ again. We need immediate verificati…",,
Event_Communication_264,Nemo Reef,2040-10-04,"Sentinel, Paackland Harbor here. Our tracking system shows M…",,
Event_Communication_264,Mako,2040-10-04,"Sentinel, Paackland Harbor here. Our tracking system shows M…",,
Event_Communication_264,Paackland Harbor,2040-10-04,"Sentinel, Paackland Harbor here. Our tracking system shows M…",,
Event_Communication_264,Sentinel,2040-10-04,"Sentinel, Paackland Harbor here. Our tracking system shows M…",,
Event_Communication_267,Nemo Reef,2040-10-04,"Mako, this is Sentinel. We've tracked your transponder near …",,
Event_Communication_267,Mako,2040-10-04,"Mako, this is Sentinel. We've tracked your transponder near …",,
Event_Communication_267,Sentinel,2040-10-04,"Mako, this is Sentinel. We've tracked your transponder near …",,
Event_Communication_268,Mako,2040-10-04,"Sentinel, this is Mako. Transponder malfunction confirmed. C…",,
Event_Communication_268,Sentinel,2040-10-04,"Sentinel, this is Mako. Transponder malfunction confirmed. C…",,
Event_Communication_270,Nemo Reef,2040-10-04,"Horizon, Sentinel here. Mako reported 'transponder malfuncti…",,
Event_Communication_270,Mako,2040-10-04,"Horizon, Sentinel here. Mako reported 'transponder malfuncti…",,
Event_Communication_270,Sentinel,2040-10-04,"Horizon, Sentinel here. Mako reported 'transponder malfuncti…",,
Event_Communication_270,Horizon,2040-10-04,"Horizon, Sentinel here. Mako reported 'transponder malfuncti…",,
Event_Communication_272,Mako,2040-10-04,"Paackland Harbor, Sentinel reporting. Attempted multiple hai…",,
Event_Communication_272,Paackland Harbor,2040-10-04,"Paackland Harbor, Sentinel reporting. Attempted multiple hai…",,
Event_Communication_272,Sentinel,2040-10-04,"Paackland Harbor, Sentinel reporting. Attempted multiple hai…",,
Event_Communication_275,The Middleman,2040-10-04,"Boss, it's The Middleman. Green Guardians have pressured the…",,
Event_Communication_275,Boss,2040-10-04,"Boss, it's The Middleman. Green Guardians have pressured the…",,
Event_Communication_275,Green Guardians,2040-10-04,"Boss, it's The Middleman. Green Guardians have pressured the…",,
Event_Communication_275,Nemo Reef,2040-10-04,"Boss, it's The Middleman. Green Guardians have pressured the…",,
Event_Communication_275,Mrs. Money,2040-10-04,"Boss, it's The Middleman. Green Guardians have pressured the…",,
Event_Communication_277,Nemo Reef,2040-10-04,"Middleman, Boss here. We need to talk about refocusing our e…",,
Event_Communication_277,Boss,2040-10-04,"Middleman, Boss here. We need to talk about refocusing our e…",,
Event_Communication_278,Boss,2040-10-04,"Mrs. Money, this is Middleman. I've redirected Council's att…",,
Event_Communication_278,Mrs. Money,2040-10-04,"Mrs. Money, this is Middleman. I've redirected Council's att…",,
Event_Communication_279,Boss,2040-10-04,"Mrs. Money, this is Middleman. I've redirected Council's att…",,
Event_Communication_279,Mrs. Money,2040-10-04,"Mrs. Money, this is Middleman. I've redirected Council's att…",,
Event_Communication_280,The Middleman,2040-10-04,"Boss, Mrs. Money here. Alternative funding channels secured …",,
Event_Communication_280,Boss,2040-10-04,"Boss, Mrs. Money here. Alternative funding channels secured …",,
Event_Communication_280,Nemo Reef,2040-10-04,"Boss, Mrs. Money here. Alternative funding channels secured …",,
Event_Communication_280,Mrs. Money,2040-10-04,"Boss, Mrs. Money here. Alternative funding channels secured …",,
Event_Communication_280,V. Miesel Shipping,2040-10-04,"Boss, Mrs. Money here. Alternative funding channels secured …",,
Event_Communication_281,Davis,2040-10-04,"Davis, Remora here. Paackland Harbor is inquiring about 'alt…",,
Event_Communication_281,Paackland Harbor,2040-10-04,"Davis, Remora here. Paackland Harbor is inquiring about 'alt…",,
Event_Communication_281,Remora,2040-10-04,"Davis, Remora here. Paackland Harbor is inquiring about 'alt…",,
Event_Communication_282,Nemo Reef,2040-10-04,"Remora, Davis here. Maintain our client's privacy story with…",,
Event_Communication_282,Davis,2040-10-04,"Remora, Davis here. Maintain our client's privacy story with…",,
Event_Communication_282,Paackland Harbor,2040-10-04,"Remora, Davis here. Maintain our client's privacy story with…",,
Event_Communication_282,Remora,2040-10-04,"Remora, Davis here. Maintain our client's privacy story with…",,
Event_Communication_283,Sailor Shift,2040-10-04,"Sailor Shifts, Remora here. Just confirming we're remaining …",,
Event_Communication_283,Mako,2040-10-04,"Sailor Shifts, Remora here. Just confirming we're remaining …",,
Event_Communication_283,Davis,2040-10-04,"Sailor Shifts, Remora here. Just confirming we're remaining …",,
Event_Communication_283,Remora,2040-10-04,"Sailor Shifts, Remora here. Just confirming we're remaining …",,
Event_Communication_285,Marlin,2040-10-04,"Reef Guardian, this is Marlin. Just spotted Mako heading eas…",,
Event_Communication_285,Mako,2040-10-04,"Reef Guardian, this is Marlin. Just spotted Mako heading eas…",,
Event_Communication_285,Reef Guardian,2040-10-04,"Reef Guardian, this is Marlin. Just spotted Mako heading eas…",,
Event_Communication_287,Marlin,2040-10-04,"Marlin, Reef Guardian here. Thanks for the intel on Mako's u…",,
Event_Communication_287,Nemo Reef,2040-10-04,"Marlin, Reef Guardian here. Thanks for the intel on Mako's u…",,
Event_Communication_287,Mako,2040-10-04,"Marlin, Reef Guardian here. Thanks for the intel on Mako's u…",,
Event_Communication_287,Reef Guardian,2040-10-04,"Marlin, Reef Guardian here. Thanks for the intel on Mako's u…",,
Event_Communication_289,Marlin,2040-10-04,"Remora, Marlin here. Just spotted Mako taking a strange rout…",,
Event_Communication_289,Mako,2040-10-04,"Remora, Marlin here. Just spotted Mako taking a strange rout…",,
Event_Communication_289,Remora,2040-10-04,"Remora, Marlin here. Just spotted Mako taking a strange rout…",,
Event_Communication_291,Nemo Reef,2040-10-04,"Davis, Mako here. Executive client is aboard and we're now o…",,
Event_Communication_291,Mako,2040-10-04,"Davis, Mako here. Executive client is aboard and we're now o…",,
Event_Communication_291,Davis,2040-10-04,"Davis, Mako here. Executive client is aboard and we're now o…",,
Event_Communication_293,Nemo Reef,2040-10-04,"Mako, this is Oceanus City Council. We've received reports o…",,
Event_Communication_293,Oceanus City Council,2040-10-04,"Mako, this is Oceanus City Council. We've received reports o…",,
Event_Communication_293,Mako,2040-10-04,"Mako, this is Oceanus City Council. We've received reports o…",,
Event_Communication_295,Mako,2040-10-04,"Davis, Mako here. We've cleared Himark Harbor with the execu…",,
Event_Communication_295,Davis,2040-10-04,"Davis, Mako here. We've cleared Himark Harbor with the execu…",,
Event_Communication_295,Himark Harbor,2040-10-04,"Davis, Mako here. We've cleared Himark Harbor with the execu…",,
Event_Communication_297,The Lookout,2040-10-04,"Sentinel, The Lookout here. Tracking tourism vessel approach…",,
Event_Communication_297,Nemo Reef,2040-10-04,"Sentinel, The Lookout here. Tracking tourism vessel approach…",,
Event_Communication_297,Sentinel,2040-10-04,"Sentinel, The Lookout here. Tracking tourism vessel approach…",,
Event_Communication_299,Nemo Reef,2040-10-04,"Horizon, Sentinel here. Still no response from Mako after in…",,
Event_Communication_299,Mako,2040-10-04,"Horizon, Sentinel here. Still no response from Mako after in…",,
Event_Communication_299,Sentinel,2040-10-04,"Horizon, Sentinel here. Still no response from Mako after in…",,
Event_Communication_299,Horizon,2040-10-04,"Horizon, Sentinel here. Still no response from Mako after in…",,
Event_Communication_301,Oceanus City Council,2040-10-04,Himark Harbor to Oceanus City Council. Updating vessel log: …,,
Event_Communication_301,Himark Harbor,2040-10-04,Himark Harbor to Oceanus City Council. Updating vessel log: …,,
Event_Communication_301,Eastern Islands,2040-10-04,Himark Harbor to Oceanus City Council. Updating vessel log: …,,
Event_Communication_301,Mako,2040-10-04,Himark Harbor to Oceanus City Council. Updating vessel log: …,,
Event_Communication_302,Oceanus City Council,2040-10-04,"Himark Harbor, Oceanus City Council here. We need additional…",,
Event_Communication_302,Himark Harbor,2040-10-04,"Himark Harbor, Oceanus City Council here. We need additional…",,
Event_Communication_302,Mako,2040-10-04,"Himark Harbor, Oceanus City Council here. We need additional…",,
Event_Communication_304,Mako,2040-10-04,Himark Harbor to Mako. Our logs show you departed at 08:30 w…,,
Event_Communication_304,Himark Harbor,2040-10-04,Himark Harbor to Mako. Our logs show you departed at 08:30 w…,,
Event_Communication_304,Eastern Islands,2040-10-04,Himark Harbor to Mako. Our logs show you departed at 08:30 w…,,
Event_Communication_305,Haacklee Harbor,2040-10-04,Haacklee Harbor to Mako. We've received your weather advisor…,,
Event_Communication_305,Mako,2040-10-04,Haacklee Harbor to Mako. We've received your weather advisor…,,
Event_Communication_309,Nemo Reef,2040-10-04,"Oceanus Council, Mako responding. Currently operating outsid…",,
Event_Communication_309,Mako,2040-10-04,"Oceanus Council, Mako responding. Currently operating outsid…",,
Event_Communication_309,Himark Harbor,2040-10-04,"Oceanus Council, Mako responding. Currently operating outsid…",,
Event_Communication_311,Nemo Reef,2040-10-04,"Liam, Oceanus City Council here. We need your immediate asse…",,
Event_Communication_311,Oceanus City Council,2040-10-04,"Liam, Oceanus City Council here. We need your immediate asse…",,
Event_Communication_311,Paackland Harbor,2040-10-04,"Liam, Oceanus City Council here. We need your immediate asse…",,
Event_Communication_311,Mako,2040-10-04,"Liam, Oceanus City Council here. We need your immediate asse…",,
Event_Communication_312,Boss,2040-10-04,This is Boss. Need urgent confirmation that assets are prope…,,
Event_Communication_313,Mako,2040-10-04,To Boss from V. Miesel Shipping HQ. Documentation for all ve…,,
Event_Communication_313,V. Miesel Shipping,2040-10-04,To Boss from V. Miesel Shipping HQ. Documentation for all ve…,,
Event_Communication_313,Boss,2040-10-04,To Boss from V. Miesel Shipping HQ. Documentation for all ve…,,
Event_Communication_316,Nemo Reef,2040-10-04,"Mako, this is Boss. Abort current mission immediately. Maint…",,
Event_Communication_316,Mako,2040-10-04,"Mako, this is Boss. Abort current mission immediately. Maint…",,
Event_Communication_316,Himark Harbor,2040-10-04,"Mako, this is Boss. Abort current mission immediately. Maint…",,
Event_Communication_316,Boss,2040-10-04,"Mako, this is Boss. Abort current mission immediately. Maint…",,
Event_Communication_317,The Lookout,2040-10-05,"Hey The Intern, it's The Lookout! Very strange - harbor patr…",,
Event_Communication_317,Nemo Reef,2040-10-05,"Hey The Intern, it's The Lookout! Very strange - harbor patr…",,
Event_Communication_317,The Intern,2040-10-05,"Hey The Intern, it's The Lookout! Very strange - harbor patr…",,
Event_Communication_318,Mako,2040-10-05,"Mrs. Money, The Intern here. The Lookout reports a Nemo Reef…",,
Event_Communication_318,The Intern,2040-10-05,"Mrs. Money, The Intern here. The Lookout reports a Nemo Reef…",,
Event_Communication_318,The Lookout,2040-10-05,"Mrs. Money, The Intern here. The Lookout reports a Nemo Reef…",,
Event_Communication_318,Nemo Reef,2040-10-05,"Mrs. Money, The Intern here. The Lookout reports a Nemo Reef…",,
Event_Communication_318,Mrs. Money,2040-10-05,"Mrs. Money, The Intern here. The Lookout reports a Nemo Reef…",,
Event_Communication_320,Nemo Reef,2040-10-05,"Green Guardians, Sentinel here. While docked for refueling, …",,
Event_Communication_320,Green Guardians,2040-10-05,"Green Guardians, Sentinel here. While docked for refueling, …",,
Event_Communication_320,Sentinel,2040-10-05,"Green Guardians, Sentinel here. While docked for refueling, …",,
Event_Communication_321,Nemo Reef,2040-10-05,"Oceanus City Council, this is Green Guardians. We've receive…",,
Event_Communication_321,Oceanus City Council,2040-10-05,"Oceanus City Council, this is Green Guardians. We've receive…",,
Event_Communication_321,Green Guardians,2040-10-05,"Oceanus City Council, this is Green Guardians. We've receive…",,
Event_Communication_323,Nemo Reef,2040-10-05,"Green Guardians, Oceanus City Council here. The Nemo Reef pe…",,
Event_Communication_323,Oceanus City Council,2040-10-05,"Green Guardians, Oceanus City Council here. The Nemo Reef pe…",,
Event_Communication_323,Green Guardians,2040-10-05,"Green Guardians, Oceanus City Council here. The Nemo Reef pe…",,
Event_Communication_325,Nemo Reef,2040-10-05,"Horizon, Green Guardians HQ here. Need immediate monitoring …",,
Event_Communication_325,Green Guardians,2040-10-05,"Horizon, Green Guardians HQ here. Need immediate monitoring …",,
Event_Communication_325,Horizon,2040-10-05,"Horizon, Green Guardians HQ here. Need immediate monitoring …",,
Event_Communication_327,Himark Harbor,2040-10-05,Himark Harbor to Remora. We've noted your request for expedi…,,
Event_Communication_327,Remora,2040-10-05,Himark Harbor to Remora. We've noted your request for expedi…,,
Event_Communication_328,Davis,2040-10-05,"Rodriguez, Remora here. Overheard crew saying Davis' meeting…",,
Event_Communication_328,Nadia Conti,2040-10-05,"Rodriguez, Remora here. Overheard crew saying Davis' meeting…",,
Event_Communication_328,Nemo Reef,2040-10-05,"Rodriguez, Remora here. Overheard crew saying Davis' meeting…",,
Event_Communication_328,Rodriguez,2040-10-05,"Rodriguez, Remora here. Overheard crew saying Davis' meeting…",,
Event_Communication_328,Remora,2040-10-05,"Rodriguez, Remora here. Overheard crew saying Davis' meeting…",,
Event_Communication_330,Haacklee Harbor,2040-10-05,Haacklee Harbor to Nadia Conti. Following your visit yesterd…,,
Event_Communication_330,Nemo Reef,2040-10-05,Haacklee Harbor to Nadia Conti. Following your visit yesterd…,,
Event_Communication_330,Nadia Conti,2040-10-05,Haacklee Harbor to Nadia Conti. Following your visit yesterd…,,
Event_Communication_331,Haacklee Harbor,2040-10-05,"Haacklee Harbor, this is Nadia Conti. I need to cancel the s…",,
Event_Communication_331,Nemo Reef,2040-10-05,"Haacklee Harbor, this is Nadia Conti. I need to cancel the s…",,
Event_Communication_331,Nadia Conti,2040-10-05,"Haacklee Harbor, this is Nadia Conti. I need to cancel the s…",,
Event_Communication_332,Haacklee Harbor,2040-10-05,Haacklee Harbor to Oceanus City Council. Reporting unusual a…,,
Event_Communication_332,Nemo Reef,2040-10-05,Haacklee Harbor to Oceanus City Council. Reporting unusual a…,,
Event_Communication_332,Oceanus City Council,2040-10-05,Haacklee Harbor to Oceanus City Council. Reporting unusual a…,,
Event_Communication_332,Nadia Conti,2040-10-05,Haacklee Harbor to Oceanus City Council. Reporting unusual a…,,
Event_Communication_333,Haacklee Harbor,2040-10-05,"Ms. Conti, this is Oceanus City Council. We need clarificati…",,
Event_Communication_333,Nemo Reef,2040-10-05,"Ms. Conti, this is Oceanus City Council. We need clarificati…",,
Event_Communication_333,Oceanus City Council,2040-10-05,"Ms. Conti, this is Oceanus City Council. We need clarificati…",,
Event_Communication_334,Nadia Conti,2040-10-05,This is Nadia Conti. My cancellation was due to scheduling c…,,
Event_Communication_336,Nemo Reef,2040-10-05,"Liam, Oceanus City Council here. Have you completed your ass…",,
Event_Communication_336,Oceanus City Council,2040-10-05,"Liam, Oceanus City Council here. Have you completed your ass…",,
Event_Communication_336,Green Guardians,2040-10-05,"Liam, Oceanus City Council here. Have you completed your ass…",,
Event_Communication_336,Mako,2040-10-05,"Liam, Oceanus City Council here. Have you completed your ass…",,
Event_Communication_338,Nemo Reef,2040-10-05,This is Liam. I've completed the assessment of Mako's activi…,,
Event_Communication_338,Mako,2040-10-05,This is Liam. I've completed the assessment of Mako's activi…,,
Event_Communication_339,Nemo Reef,2040-10-05,"Himark Harbor, Oceanus City Council here. Be advised: expedi…",,
Event_Communication_339,Oceanus City Council,2040-10-05,"Himark Harbor, Oceanus City Council here. Be advised: expedi…",,
Event_Communication_339,Himark Harbor,2040-10-05,"Himark Harbor, Oceanus City Council here. Be advised: expedi…",,
Event_Communication_340,Mako,2040-10-05,Himark Harbor to Remora. We're still awaiting proper documen…,,
Event_Communication_340,Himark Harbor,2040-10-05,Himark Harbor to Remora. We're still awaiting proper documen…,,
Event_Communication_340,Remora,2040-10-05,Himark Harbor to Remora. We're still awaiting proper documen…,,
Event_Communication_341,Himark Harbor,2040-10-05,"Mako, Remora here. Himark Harbor is questioning our expedite…",,
Event_Communication_341,Davis,2040-10-05,"Mako, Remora here. Himark Harbor is questioning our expedite…",,
Event_Communication_341,Mako,2040-10-05,"Mako, Remora here. Himark Harbor is questioning our expedite…",,
Event_Communication_341,Nadia Conti,2040-10-05,"Mako, Remora here. Himark Harbor is questioning our expedite…",,
Event_Communication_341,Remora,2040-10-05,"Mako, Remora here. Himark Harbor is questioning our expedite…",,
Event_Communication_343,Mako,2040-10-05,"Himark Harbor, Mako here. Safely docked at your location. Cr…",,
Event_Communication_343,Davis,2040-10-05,"Himark Harbor, Mako here. Safely docked at your location. Cr…",,
Event_Communication_343,Himark Harbor,2040-10-05,"Himark Harbor, Mako here. Safely docked at your location. Cr…",,
Event_Communication_345,Oceanus City Council,2040-10-05,Himark Harbor to Oceanus City Council. Acknowledging receipt…,,
Event_Communication_345,Himark Harbor,2040-10-05,Himark Harbor to Oceanus City Council. Acknowledging receipt…,,
Event_Communication_345,Mako,2040-10-05,Himark Harbor to Oceanus City Council. Acknowledging receipt…,,
Event_Communication_345,Nemo Reef,2040-10-05,Himark Harbor to Oceanus City Council. Acknowledging receipt…,,
Event_Communication_345,Remora,2040-10-05,Himark Harbor to Oceanus City Council. Acknowledging receipt…,,
Event_Communication_347,Nemo Reef,2040-10-05,Oceanus City Council to Mako. Your expedited departure reque…,,
Event_Communication_347,Oceanus City Council,2040-10-05,Oceanus City Council to Mako. Your expedited departure reque…,,
Event_Communication_347,Mako,2040-10-05,Oceanus City Council to Mako. Your expedited departure reque…,,
Event_Communication_349,Mako,2040-10-05,"Captain Davis, Mako here. We're fully docked at Himark Harbo…",,
Event_Communication_349,Davis,2040-10-05,"Captain Davis, Mako here. We're fully docked at Himark Harbo…",,
Event_Communication_349,Himark Harbor,2040-10-05,"Captain Davis, Mako here. We're fully docked at Himark Harbo…",,
Event_Communication_349,Boss,2040-10-05,"Captain Davis, Mako here. We're fully docked at Himark Harbo…",,
Event_Communication_350,Nemo Reef,2040-10-05,"Oceanus City Council, Paackland Harbor here. Just received c…",,
Event_Communication_350,Oceanus City Council,2040-10-05,"Oceanus City Council, Paackland Harbor here. Just received c…",,
Event_Communication_350,Paackland Harbor,2040-10-05,"Oceanus City Council, Paackland Harbor here. Just received c…",,
Event_Communication_351,Nemo Reef,2040-10-05,"Paackland Harbor, this is Oceanus City Council. Regarding Ap…",,
Event_Communication_351,Oceanus City Council,2040-10-05,"Paackland Harbor, this is Oceanus City Council. Regarding Ap…",,
Event_Communication_351,Paackland Harbor,2040-10-05,"Paackland Harbor, this is Oceanus City Council. Regarding Ap…",,
Event_Communication_353,Nemo Reef,2040-10-05,"Reef Guardian, Paackland Harbor here. Be advised: special ac…",,
Event_Communication_353,Paackland Harbor,2040-10-05,"Reef Guardian, Paackland Harbor here. Be advised: special ac…",,
Event_Communication_353,Reef Guardian,2040-10-05,"Reef Guardian, Paackland Harbor here. Be advised: special ac…",,
Event_Communication_354,Nemo Reef,2040-10-05,"Green Guardians, Reef Guardian reporting. Paackland Harbor j…",,
Event_Communication_354,Paackland Harbor,2040-10-05,"Green Guardians, Reef Guardian reporting. Paackland Harbor j…",,
Event_Communication_354,Green Guardians,2040-10-05,"Green Guardians, Reef Guardian reporting. Paackland Harbor j…",,
Event_Communication_354,Reef Guardian,2040-10-05,"Green Guardians, Reef Guardian reporting. Paackland Harbor j…",,
Event_Communication_355,Nemo Reef,2040-10-05,"Paackland Harbor, Green Guardians here. We're concerned abou…",,
Event_Communication_355,Paackland Harbor,2040-10-05,"Paackland Harbor, Green Guardians here. We're concerned abou…",,
Event_Communication_355,Green Guardians,2040-10-05,"Paackland Harbor, Green Guardians here. We're concerned abou…",,
Event_Communication_356,Oceanus City Council,2040-10-05,"Green Guardians, Paackland Harbor here. Regarding NR-1045: W…",,
Event_Communication_356,Paackland Harbor,2040-10-05,"Green Guardians, Paackland Harbor here. Regarding NR-1045: W…",,
Event_Communication_356,Green Guardians,2040-10-05,"Green Guardians, Paackland Harbor here. Regarding NR-1045: W…",,
Event_Communication_357,_unknown_,2040-10-05,"Miranda, Clepper here. Yes, get closer documentation of the …",,
Event_Communication_359,_unknown_,2040-10-05,"Mr. Jensen, Miranda here. I've positioned closer to the V. M…",,
Event_Communication_360,_unknown_,2040-10-05,"Miranda, Clepper here. Outstanding work documenting the equi…",,
Event_Communication_361,Nemo Reef,2040-10-05,"Mr. Jensen, Miranda here. The vessel is scheduled to depart …",,
Event_Communication_362,Nemo Reef,2040-10-05,"Miranda, Clepper here. Set up surveillance equipment for ove…",,
Event_Communication_365,Nemo Reef,2040-10-05,"Boss, Mako here. We're docked at Himark with maintenance in …",,
Event_Communication_365,Mako,2040-10-05,"Boss, Mako here. We're docked at Himark with maintenance in …",,
Event_Communication_365,Boss,2040-10-05,"Boss, Mako here. We're docked at Himark with maintenance in …",,
Event_Communication_366,Nemo Reef,2040-10-05,"Mrs. Money, Boss here. Need you to verify all financial trai…",,
Event_Communication_366,Boss,2040-10-05,"Mrs. Money, Boss here. Need you to verify all financial trai…",,
Event_Communication_366,Mrs. Money,2040-10-05,"Mrs. Money, Boss here. Need you to verify all financial trai…",,
Event_Communication_367,Nemo Reef,2040-10-05,This is Mrs. Money. Need immediate confirmation that our rec…,,
Event_Communication_367,Mrs. Money,2040-10-05,This is Mrs. Money. Need immediate confirmation that our rec…,,
Event_Communication_368,Nemo Reef,2040-10-05,"Mrs. Money, V. Miesel Shipping here. Financial arrangements …",,
Event_Communication_368,Mrs. Money,2040-10-05,"Mrs. Money, V. Miesel Shipping here. Financial arrangements …",,
Event_Communication_368,V. Miesel Shipping,2040-10-05,"Mrs. Money, V. Miesel Shipping here. Financial arrangements …",,
Event_Communication_369,Nemo Reef,2040-10-05,"Intern, Mrs. Money here. Investigate who approved the Nemo R…",,
Event_Communication_369,Mrs. Money,2040-10-05,"Intern, Mrs. Money here. Investigate who approved the Nemo R…",,
Event_Communication_370,Kelly,2040-10-05,"Hey Kelly, it's Sam. This permit approval seems fishy. Could…",,
Event_Communication_370,Elise,2040-10-05,"Hey Kelly, it's Sam. This permit approval seems fishy. Could…",,
Event_Communication_370,Sam,2040-10-05,"Hey Kelly, it's Sam. This permit approval seems fishy. Could…",,
Event_Communication_371,The Lookout,2040-10-05,"Hey The Intern, it's The Lookout! I asked around the harbor …",,
Event_Communication_371,Mako,2040-10-05,"Hey The Intern, it's The Lookout! I asked around the harbor …",,
Event_Communication_371,The Intern,2040-10-05,"Hey The Intern, it's The Lookout! I asked around the harbor …",,
Event_Communication_372,Nemo Reef,2040-10-05,"Mrs. Money, The Intern reporting. Jensen from City Council s…",,
Event_Communication_372,Mako,2040-10-05,"Mrs. Money, The Intern reporting. Jensen from City Council s…",,
Event_Communication_372,Mrs. Money,2040-10-05,"Mrs. Money, The Intern reporting. Jensen from City Council s…",,
Event_Communication_372,The Intern,2040-10-05,"Mrs. Money, The Intern reporting. Jensen from City Council s…",,
Event_Communication_373,Mako,2040-10-05,"Boss, Mrs. Money here. Jensen from City Council approved the…",,
Event_Communication_373,Boss,2040-10-05,"Boss, Mrs. Money here. Jensen from City Council approved the…",,
Event_Communication_373,The Intern,2040-10-05,"Boss, Mrs. Money here. Jensen from City Council approved the…",,
Event_Communication_373,Nemo Reef,2040-10-05,"Boss, Mrs. Money here. Jensen from City Council approved the…",,
Event_Communication_373,Mrs. Money,2040-10-05,"Boss, Mrs. Money here. Jensen from City Council approved the…",,
Event_Communication_375,Nemo Reef,2040-10-05,"Green Guardians, Oceanus City Council here. Your concerns ab…",,
Event_Communication_375,Oceanus City Council,2040-10-05,"Green Guardians, Oceanus City Council here. Your concerns ab…",,
Event_Communication_375,Green Guardians,2040-10-05,"Green Guardians, Oceanus City Council here. Your concerns ab…",,
Event_Communication_376,_unknown_,2040-10-05,"Mr. Jensen, Miranda here. I've intercepted conversations bet…",,
Event_Communication_377,_unknown_,2040-10-05,"Miranda, Clepper here. Your intelligence about bypassing env…",,
